,seq_len,image_path,pose
614,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003073.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003074.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003075.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003076.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003077.png']","[[-1.61448264e+00 -5.61377012e-02 -2.86292359e-02  1.67640000e+02
  -1.84897000e+01  3.84439400e+02 -4.52591000e-02  5.47815700e-02
  -9.97472100e-01 -2.85802300e-02  9.98015500e-01  5.61082200e-02
   9.98566300e-01  3.10473900e-02 -4.36036200e-02]
 [-1.61207986e+00 -5.27938295e-02 -2.80385244e-02  1.66621100e+02
  -1.84510600e+01  3.84405900e+02 -4.27337100e-02  5.15465700e-02
  -9.97755900e-01 -2.79957900e-02  9.98214200e-01  5.27693100e-02
   9.98694100e-01  3.01879900e-02 -4.12143100e-02]
 [-1.60938970e+00 -5.13365271e-02 -2.57675456e-02  1.65610000e+02
  -1.84157400e+01  3.84375800e+02 -3.98920900e-02  5.02646400e-02
  -9.97938900e-01 -2.57307500e-02  9.98351000e-01  5.13139800e-02
   9.98872600e-01  2.77247400e-02 -3.85329600e-02]
 [-1.60657831e+00 -5.21563997e-02 -2.63649122e-02  1.64609100e+02
  -1.83819200e+01  3.84346700e+02 -3.71353600e-02  5.11382000e-02
  -9.98001000e-01 -2.63260100e-02  9.98293100e-01  5.21327600e-02
   9.98963400e-01  2.82093500e-02 -3.57257000e-02]
 [-1.60352575e+00 -5.41835762e-02 -2.45489709e-02  1.63623500e+02
  -1.83480100e+01  3.84321500e+02 -3.40423800e-02  5.33085000e-02
  -9.97997700e-01 -2.45104800e-02  9.98231500e-01  5.41570700e-02
   9.99119700e-01  2.63050400e-02 -3.26755600e-02]]"
547,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002753.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002754.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002755.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002756.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002757.png']","[[ 1.51506991e+00  2.76725622e-02  2.59056955e-02  9.72737300e+01
  -1.81388300e+01  4.56002300e+02  5.63944800e-02  2.61740800e-02
   9.98065400e-01  2.58928800e-02  9.99281700e-01 -2.76690300e-02
  -9.98072700e-01  2.74031600e-02  5.56762500e-02]
 [ 1.51455539e+00  2.65596316e-02  2.71299365e-02  9.82498900e+01
  -1.81822200e+01  4.56054300e+02  5.69098700e-02  2.49799400e-02
   9.98066800e-01  2.71170400e-02  9.99279400e-01 -2.65565100e-02
  -9.98010900e-01  2.85759400e-02  5.61914700e-02]
 [ 1.51381812e+00  2.43168145e-02  2.82793298e-02  9.92280700e+01
  -1.82203000e+01  4.56108700e+02  5.76110100e-02  2.26550300e-02
   9.98082100e-01  2.82672000e-02  9.99304600e-01 -2.43144200e-02
  -9.97938800e-01  2.96137600e-02  5.69305500e-02]
 [ 1.51423685e+00  1.91856569e-02  3.02713334e-02  1.00205200e+02
  -1.82534200e+01  4.56167400e+02  5.70831500e-02  1.74340700e-02
   9.98217200e-01  3.02611400e-02  9.99357900e-01 -1.91844800e-02
  -9.97910700e-01  3.13022900e-02  5.65189200e-02]
 [ 1.51413710e+00  1.33694979e-02  3.15704073e-02  1.01184100e+02
  -1.82819700e+01  4.56224200e+02  5.70220300e-02  1.15534900e-02
   9.98306100e-01  3.15623400e-02  9.99412300e-01 -1.33691000e-02
  -9.97873900e-01  3.22712000e-02  5.66238600e-02]]"
633,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003169.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003170.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003171.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003172.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003173.png']","[[ 3.08762075e+00 -4.52448391e-02  4.55655928e-02  1.44083100e+02
  -1.58807400e+01  3.29269500e+02 -9.97618600e-01  4.30460900e-02
   5.38904900e-02  4.55032100e-02  9.97939700e-01  4.52294000e-02
  -5.18325100e-02  4.75738700e-02 -9.97521900e-01]
 [ 3.08821164e+00 -5.08631514e-02  4.18695935e-02  1.44158000e+02
  -1.58440800e+01  3.28197900e+02 -9.97814000e-01  3.90874300e-02
   5.32866600e-02  4.18032300e-02  9.97831500e-01  5.08412200e-02
  -5.11838500e-02  5.29576300e-02 -9.97284100e-01]
 [ 3.08836419e+00 -4.76645395e-02  4.24866530e-02  1.44230000e+02
  -1.58024600e+01  3.27130600e+02 -9.97790300e-01  3.98810400e-02
   5.31429000e-02  4.24256300e-02  9.97962800e-01  4.76464900e-02
  -5.11344500e-02  4.97958100e-02 -9.97449500e-01]
 [ 3.08842731e+00 -4.32036009e-02  4.47445589e-02  1.44291600e+02
  -1.57630200e+01  3.26062100e+02 -9.97690300e-01  4.23735700e-02
   5.30907100e-02  4.46878900e-02  9.98066900e-01  4.31901600e-02
  -5.11579600e-02  4.54629100e-02 -9.97655200e-01]
 [ 3.08901833e+00 -4.19051339e-02  4.70909484e-02  1.44356600e+02
  -1.57242300e+01  3.24983500e+02 -9.97614900e-01  4.48094600e-02
   5.25039700e-02  4.70322200e-02  9.98014500e-01  4.18928700e-02
  -5.05225300e-02  4.42623200e-02 -9.97741600e-01]]"
370,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001869.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001870.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001871.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001872.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001873.png']","[[ 1.65303727e+00  1.17864028e-02  1.19973109e-02  2.23037500e+02
  -7.73128200e+00  1.20685500e+01 -8.20014500e-02  1.27309800e-02
   9.96550900e-01  1.19961900e-02  9.99858600e-01 -1.17861300e-02
  -9.96560000e-01  1.09883300e-02 -8.21425600e-02]
 [ 1.65286180e+00  1.25544195e-02  4.30078038e-03  2.23922600e+02
  -7.75737900e+00  1.20095300e+01 -8.19188300e-02  1.28642600e-02
   9.96556000e-01  4.30042800e-03  9.99911900e-01 -1.25540900e-02
  -9.96629700e-01  3.25719700e-03 -8.19669300e-02]
 [ 1.65293247e+00  1.36667747e-02  2.88538270e-04  2.24809100e+02
  -7.78435000e+00  1.19449500e+01 -8.20399000e-02  1.36439400e-02
   9.96535700e-01  2.88511300e-04  9.99906500e-01 -1.36663500e-02
  -9.96629000e-01 -8.33677000e-04 -8.20361600e-02]
 [ 1.65326467e+00  1.25197972e-02 -3.00418844e-04  2.25699900e+02
  -7.81212800e+00  1.18729600e+01 -8.23786500e-02  1.24521700e-02
   9.96523300e-01 -3.00395300e-04  9.99921600e-01 -1.25194700e-02
  -9.96601000e-01 -1.33069100e-03 -8.23684400e-02]
 [ 1.65480792e+00  1.33783581e-02 -4.59292646e-03  2.26591100e+02
  -7.84630800e+00  1.18062200e+01 -8.39731600e-02  1.29452300e-02
   9.96384000e-01 -4.59249900e-03  9.99899900e-01 -1.33779600e-02
  -9.96457400e-01 -5.69928400e-03 -8.39053000e-02]]"
375,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001894.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001895.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001896.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001897.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001898.png']","[[ 1.65546018e+00  1.24450912e-02 -1.04327500e-03  2.45239500e+02
  -8.53132600e+00  1.01060300e+01 -8.45756500e-02  1.23119600e-02
   9.96341000e-01 -1.04319400e-03  9.99922000e-01 -1.24447700e-02
  -9.96416500e-01 -2.09190500e-03 -8.45562000e-02]
 [ 1.65365619e+00  2.13639144e-02 -3.38457173e-03  2.46090800e+02
  -8.56532600e+00  1.00429100e+01 -8.28366800e-02  2.10087400e-02
   9.96341700e-01 -3.38379300e-03  9.99766100e-01 -2.13622900e-02
  -9.96557300e-01 -5.14099800e-03 -8.27462000e-02]
 [ 1.65187004e+00  2.79616338e-02 -2.69385048e-03  2.46942400e+02
  -8.60392800e+00  9.97703100e+00 -8.10597100e-02  2.76478800e-02
   9.96325700e-01 -2.69279400e-03  9.99605400e-01 -2.79579900e-02
  -9.96705600e-01 -4.94916900e-03 -8.09532700e-02]
 [ 1.65014558e+00  2.41261303e-02 -4.80086605e-05  2.47799700e+02
  -8.64195400e+00  9.91032900e+00 -7.92671700e-02  2.40440800e-02
   9.96563400e-01 -4.79946900e-05  9.99709000e-01 -2.41237900e-02
  -9.96853400e-01 -1.96005800e-03 -7.92429400e-02]
 [ 1.64920301e+00  1.57268781e-02 -3.24253160e-03  2.48655600e+02
  -8.68065400e+00  9.85092800e+00 -7.83768100e-02  1.54238500e-02
   9.96804500e-01 -3.24212500e-03  9.99871100e-01 -1.57262300e-02
  -9.96918500e-01 -4.46434000e-03 -7.83166900e-02]]"
652,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003256.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003257.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003258.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003259.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003260.png']","[[ 3.05947942e+00 -4.90116307e-02  3.48842065e-02  1.49573000e+02
  -1.32455200e+01  2.36485700e+02 -9.96164500e-01  3.07436800e-02
   8.19224900e-02  3.48352500e-02  9.98191500e-01  4.89920100e-02
  -8.02681300e-02  5.16578800e-02 -9.95433800e-01]
 [ 3.05853117e+00 -5.50505371e-02  3.39985333e-02  1.49628100e+02
  -1.32352100e+01  2.35849500e+02 -9.96131700e-01  2.93124000e-02
   8.28403100e-02  3.39404900e-02  9.97908100e-01  5.50227300e-02
  -8.10541600e-02  5.76215100e-02 -9.95042600e-01]
 [ 3.05877206e+00 -5.88438568e-02  2.70694813e-02  1.49688400e+02
  -1.32247000e+01  2.35241100e+02 -9.96339000e-01  2.21100700e-02
   8.25827600e-02  2.70193300e-02  9.97903500e-01  5.88099000e-02
  -8.11093200e-02  6.08259200e-02 -9.94847400e-01]
 [ 3.05993489e+00 -6.04820820e-02  2.43050700e-02  1.49740500e+02
  -1.32154900e+01  2.34653900e+02 -9.96493300e-01  1.92928000e-02
   8.14179000e-02  2.42582400e-02  9.97876700e-01  6.04452100e-02
  -8.00788600e-02  6.22082900e-02 -9.94845400e-01]
 [ 3.06261306e+00 -6.16907781e-02  2.12791730e-02  1.49788500e+02
  -1.32038800e+01  2.34085500e+02 -9.96760600e-01  1.63481600e-02
   7.87474200e-02  2.12370900e-02  9.97871700e-01  6.16516500e-02
  -7.75719300e-02  6.31242900e-02 -9.94986300e-01]]"
651,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003252.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003253.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003254.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003255.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003256.png']","[[ 3.06957115e+00 -5.83216802e-02  3.44773878e-02  1.49354100e+02
  -1.32878400e+01  2.39240800e+02 -9.96959500e-01  3.01892700e-02
   7.18369100e-02  3.44119500e-02  9.97706500e-01  5.82886200e-02
  -6.99124500e-02  6.05834300e-02 -9.95711700e-01]
 [ 3.06741622e+00 -5.61758058e-02  3.52986802e-02  1.49409700e+02
  -1.32789300e+01  2.38516200e+02 -9.96775900e-01  3.10359700e-02
   7.39915200e-02  3.52356800e-02  9.97800600e-01  5.61462600e-02
  -7.20862300e-02  5.85723700e-02 -9.95677000e-01]
 [ 3.06539216e+00 -5.16417745e-02  3.34822548e-02  1.49468000e+02
  -1.32686900e+01  2.37816200e+02 -9.96670900e-01  2.94514700e-02
   7.60252800e-02  3.34313700e-02  9.98107100e-01  5.16188200e-02
  -7.43611200e-02  5.39886000e-02 -9.95768800e-01]
 [ 3.06263175e+00 -4.70473258e-02  3.61470024e-02  1.49518500e+02
  -1.32551400e+01  2.37141100e+02 -9.96367100e-01  3.23192700e-02
   7.87915900e-02  3.60991400e-02  9.98240900e-01  4.70299700e-02
  -7.71330100e-02  4.97034200e-02 -9.95781100e-01]
 [ 3.05947942e+00 -4.90116307e-02  3.48842065e-02  1.49573000e+02
  -1.32455200e+01  2.36485700e+02 -9.96164500e-01  3.07436800e-02
   8.19224900e-02  3.48352500e-02  9.98191500e-01  4.89920100e-02
  -8.02681300e-02  5.16578800e-02 -9.95433800e-01]]"
541,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002722.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002723.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002724.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002725.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/002726.png']","[[ 1.52065719e+00  1.98203263e-02  4.58367620e-02  7.01649200e+01
  -1.71412400e+01  4.54448400e+02  5.09724800e-02  1.74768800e-02
   9.98547200e-01  4.58117100e-02  9.98753400e-01 -1.98190300e-02
  -9.97648700e-01  4.67553700e-02  5.01082900e-02]
 [ 1.51806466e+00  2.06295216e-02  4.59033460e-02  7.08617600e+01
  -1.71651900e+01  4.54481400e+02  5.35969700e-02  1.81591000e-02
   9.98397600e-01  4.58774600e-02  9.98734000e-01 -2.06280600e-02
  -9.97508200e-01  4.69095300e-02  5.26960200e-02]
 [ 1.51582820e+00  2.44367301e-02  4.45459175e-02  7.15684400e+01
  -1.71931600e+01  4.54517900e+02  5.59724000e-02  2.19266300e-02
   9.98191600e-01  4.45178900e-02  9.98709700e-01 -2.44343000e-02
  -9.97439300e-01  4.58050200e-02  5.49240500e-02]
 [ 1.51406236e+00  3.06662546e-02  4.49439333e-02  7.22875000e+01
  -1.72200900e+01  4.54552900e+02  5.80216500e-02  2.80335700e-02
   9.97921700e-01  4.49076800e-02  9.98520500e-01 -3.06614500e-02
  -9.97304700e-01  4.65933600e-02  5.66768800e-02]
 [ 1.51176836e+00  3.54798436e-02  4.39107476e-02  7.30249400e+01
  -1.72441600e+01  4.54593700e+02  6.04912400e-02  3.27868600e-02
   9.97630100e-01  4.38690100e-02  9.98407300e-01 -3.54724000e-02
  -9.97204200e-01  4.59108000e-02  5.89565700e-02]]"
376,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001898.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001899.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001900.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001901.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001902.png']","[[ 1.64920301e+00  1.57268781e-02 -3.24253160e-03  2.48655600e+02
  -8.68065400e+00  9.85092800e+00 -7.83768100e-02  1.54238500e-02
   9.96804500e-01 -3.24212500e-03  9.99871100e-01 -1.57262300e-02
  -9.96918500e-01 -4.46434000e-03 -7.83166900e-02]
 [ 1.64745317e+00  1.08642933e-02 -5.29275295e-03  2.49503100e+02
  -8.71615200e+00  9.79641000e+00 -7.66380600e-02  1.04266900e-02
   9.97004500e-01 -5.29241600e-03  9.99927000e-01 -1.08640800e-02
  -9.97044900e-01 -6.10916700e-03 -7.65772700e-02]
 [ 1.64495180e+00  1.23268119e-02 -1.83156026e-03  2.50333700e+02
  -8.74596300e+00  9.73557600e+00 -7.41099300e-02  1.21569000e-02
   9.97176000e-01 -1.83142000e-03  9.99922300e-01 -1.23265000e-02
  -9.97248400e-01 -2.73976700e-03 -7.40819000e-02]
 [ 1.64259703e+00  1.50504978e-02  3.74155265e-03  2.51153900e+02
  -8.77698400e+00  9.67212600e+00 -7.16823700e-02  1.52794500e-02
   9.97310500e-01  3.74112000e-03  9.99879700e-01 -1.50499300e-02
  -9.97420500e-01  2.65224000e-03 -7.17309000e-02]
 [ 1.64061944e+00  1.69208766e-02  4.06655726e-03  2.51962400e+02
  -8.81380700e+00  9.61674200e+00 -6.96971900e-02  1.71624000e-02
   9.97420600e-01  4.06596400e-03  9.99848600e-01 -1.69200700e-02
  -9.97559900e-01  2.87619100e-03 -6.97564100e-02]]"
648,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003237.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003238.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003239.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003240.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003241.png']","[[ 3.09427723e+00 -5.83986496e-02  3.42181480e-02  1.48542700e+02
  -1.35288100e+01  2.52484800e+02 -9.98390600e-01  3.14142400e-02
   4.72171400e-02  3.41531500e-02  9.97710900e-01  5.83654600e-02
  -4.52755400e-02  5.98841200e-02 -9.97178000e-01]
 [ 3.09248993e+00 -4.87427707e-02  3.71164740e-02  1.48594700e+02
  -1.34961700e+01  2.51486600e+02 -9.98195600e-01  3.46733700e-02
   4.90247000e-02  3.70638800e-02  9.98124400e-01  4.87234700e-02
  -4.72433300e-02  5.04525900e-02 -9.97608400e-01]
 [ 3.09058852e+00 -4.31561691e-02  3.97776165e-02  1.48645900e+02
  -1.34719000e+01  2.50505500e+02 -9.97997100e-01  3.75176300e-02
   5.09345500e-02  3.97301000e-02  9.98278600e-01  4.31427700e-02
  -4.92282600e-02  4.50799900e-02 -9.97769600e-01]
 [ 3.08893321e+00 -4.21535634e-02  4.35690458e-02  1.48699400e+02
  -1.34478600e+01  2.49530100e+02 -9.97762800e-01  4.12788800e-02
   5.25883500e-02  4.35165700e-02  9.98163500e-01  4.21410800e-02
  -5.07522300e-02  4.43352600e-02 -9.97726700e-01]
 [ 3.08679371e+00 -4.77946982e-02  4.75812699e-02  1.48751500e+02
  -1.34242800e+01  2.48564300e+02 -9.97493300e-01  4.48780800e-02
   5.47089700e-02  4.75090000e-02  9.97727500e-01  4.77765000e-02
  -5.24405300e-02  5.02559000e-02 -9.97358600e-01]]"
647,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003233.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003234.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003235.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003236.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003237.png']","[[ 3.09631910e+00 -5.50990857e-02  5.09768162e-02  1.48303900e+02
  -1.36816800e+01  2.56631500e+02 -9.97804700e-01  4.84133400e-02
   4.51894100e-02  5.08774100e-02  9.97185300e-01  5.50712100e-02
  -4.23960400e-02  5.72494200e-02 -9.97459300e-01]
 [ 3.09571325e+00 -6.45850324e-02  4.80867757e-02  1.48362500e+02
  -1.36465700e+01  2.55568000e+02 -9.97935300e-01  4.50610500e-02
   4.57676900e-02  4.79680300e-02  9.96761600e-01  6.45401400e-02
  -4.27112300e-02  6.66022600e-02 -9.96865000e-01]
 [ 3.09527265e+00 -6.85877650e-02  4.34044817e-02  1.48421800e+02
  -1.36062200e+01  2.54524400e+02 -9.98124300e-01  4.01739300e-02
   4.61945700e-02  4.32888300e-02  9.96709100e-01  6.85340000e-02
  -4.32892700e-02  7.04051500e-02 -9.96578700e-01]
 [ 3.09489388e+00 -6.56877853e-02  3.79252536e-02  1.48483600e+02
  -1.35662400e+01  2.53495400e+02 -9.98307700e-01  3.48128000e-02
   4.65811200e-02  3.78343900e-02  9.97125800e-01  6.56405500e-02
  -4.41621000e-02  6.72918200e-02 -9.96755400e-01]
 [ 3.09427723e+00 -5.83986496e-02  3.42181480e-02  1.48542700e+02
  -1.35288100e+01  2.52484800e+02 -9.98390600e-01  3.14142400e-02
   4.72171400e-02  3.41531500e-02  9.97710900e-01  5.83654600e-02
  -4.52755400e-02  5.98841200e-02 -9.97178000e-01]]"
646,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003229.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003230.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003231.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003232.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003233.png']","[[ 3.08911533e+00 -4.74419680e-02  4.99035175e-02  1.48079800e+02
  -1.37807400e+01  2.60927700e+02 -9.97504300e-01  4.73296700e-02
   5.23942200e-02  4.98266800e-02  9.97631300e-01  4.74241700e-02
  -5.00255400e-02  4.99164300e-02 -9.97499700e-01]
 [ 3.09169017e+00 -4.10740606e-02  5.00591200e-02  1.48136400e+02
  -1.37558000e+01  2.59853200e+02 -9.97606500e-01  4.79302100e-02
   4.98397000e-02  4.99960100e-02  9.97904900e-01  4.10625100e-02
  -4.77671400e-02  4.34560100e-02 -9.97912700e-01]
 [ 3.09391621e+00 -4.03731685e-02  5.11438024e-02  1.48191600e+02
  -1.37331900e+01  2.58776500e+02 -9.97656000e-01  4.91423200e-02
   4.76195500e-02  5.10798500e-02  9.97878600e-01  4.03622000e-02
  -4.55350400e-02  4.26999800e-02 -9.98049700e-01]
 [ 3.09561262e+00 -4.42768991e-02  5.22098345e-02  1.48246800e+02
  -1.37100100e+01  2.57705200e+02 -9.97688100e-01  5.00992500e-02
   4.59187800e-02  5.21349700e-02  9.97658600e-01  4.42624300e-02
  -4.35937500e-02  4.65540700e-02 -9.97964000e-01]
 [ 3.09631910e+00 -5.50990857e-02  5.09768162e-02  1.48303900e+02
  -1.36816800e+01  2.56631500e+02 -9.97804700e-01  4.84133400e-02
   4.51894100e-02  5.08774100e-02  9.97185300e-01  5.50712100e-02
  -4.23960400e-02  5.72494200e-02 -9.97459300e-01]]"
644,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003220.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003221.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003222.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003223.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003224.png']","[[ 3.08939154e+00 -3.04266247e-02  6.18981032e-02  1.47523600e+02
  -1.41179000e+01  2.70899500e+02 -9.96823600e-01  6.01900100e-02
   5.21532600e-02  6.18299500e-02  9.97622900e-01  3.04219300e-02
  -5.01981900e-02  3.35499200e-02 -9.98175600e-01]
 [ 3.08872907e+00 -3.75004414e-02  6.22463450e-02  1.47582500e+02
  -1.40951600e+01  2.69770200e+02 -9.96792300e-01  6.01420600e-02
   5.28018100e-02  6.21624200e-02  9.97361600e-01  3.74916500e-02
  -5.04076700e-02  4.06536700e-02 -9.97900900e-01]
 [ 3.08784804e+00 -5.06750386e-02  6.25136894e-02  1.47644100e+02
  -1.40653400e+01  2.68640500e+02 -9.96775600e-01  5.96670400e-02
   5.36497800e-02  6.23927800e-02  9.96765400e-01  5.06533500e-02
  -5.04539100e-02  5.38373800e-02 -9.97274200e-01]
 [ 3.08758260e+00 -5.95928701e-02  6.12029559e-02  1.47703700e+02
  -1.40319300e+01  2.67514100e+02 -9.96868900e-01  5.78664300e-02
   5.38879700e-02  6.10561800e-02  9.96355900e-01  5.95576000e-02
  -5.02452100e-02  6.26613000e-02 -9.96769200e-01]
 [ 3.08721090e+00 -6.59607049e-02  5.89940499e-02  1.47765000e+02
  -1.39888500e+01  2.66399500e+02 -9.96995900e-01  5.52962000e-02
   5.42367500e-02  5.88316200e-02  9.96089500e-01  6.59128800e-02
  -5.03799200e-02  6.89056900e-02 -9.96350200e-01]]"
635,5,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003178.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003179.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003180.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003181.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/003182.png']","[[ 3.08972996e+00 -5.01895033e-02  6.00936523e-02  1.44642300e+02
  -1.55456500e+01  3.19480300e+02 -9.97009000e-01  5.73807100e-02
   5.17741600e-02  5.99818600e-02  9.96937900e-01  5.01684300e-02
  -4.87369200e-02  5.31238700e-02 -9.97397800e-01]
 [ 3.08991778e+00 -5.19539918e-02  6.23058414e-02  1.44698000e+02
  -1.55089100e+01  3.18364400e+02 -9.96894400e-01  5.95053000e-02
   5.15821800e-02  6.21815200e-02  9.96712900e-01  5.19306200e-02
  -4.83224800e-02  5.49767900e-02 -9.97317600e-01]
 [ 3.08961323e+00 -5.15080538e-02  6.51213651e-02  1.44754600e+02
  -1.54732500e+01  3.17239000e+02 -9.96706700e-01  6.23181400e-02
   5.18871100e-02  6.49890400e-02  9.96556900e-01  5.14852800e-02
  -4.84999800e-02  5.46878100e-02 -9.97324900e-01]
 [ 3.08904828e+00 -4.82083242e-02  6.70734206e-02  1.44815300e+02
  -1.54397500e+01  3.16110000e+02 -9.96544100e-01  6.44053800e-02
   5.24591800e-02  6.69452700e-02  9.96592200e-01  4.81896500e-02
  -4.91767400e-02  5.15349900e-02 -9.97459600e-01]
 [ 3.08872748e+00 -4.41018188e-02  6.87156146e-02  1.44878900e+02
  -1.54096700e+01  3.14970200e+02 -9.96406300e-01  6.62415000e-02
   5.27891700e-02  6.85947900e-02  9.96670000e-01  4.40875200e-02
  -4.96929500e-02  4.75501300e-02 -9.97631900e-01]]"
